"Category","Age","Sex","Fate"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Survivor"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Male","Casualty"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Survivor"
"Crew","Adult","Female","Casualty"
"Crew","Adult","Female","Casualty"
"Crew","Adult","Female","Casualty"
