"Class","Age","Sex","Survived"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Male","No"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","Yes"
"Crew","Adult","Female","No"
"Crew","Adult","Female","No"
"Crew","Adult","Female","No"
