"bruises","cap-color","cap-shape","cap-surface","edible","gill-attachment","gill-color","gill-size","gill-spacing","habitat","odor","population","ring-number","ring-type","spore-print-color","stalk-color-above-ring","stalk-color-below-ring","stalk-root","stalk-shape","stalk-surface-above-ring","stalk-surface-below-ring","veil-color","veil-type"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","convex","scaly","poisonous","free","pink","broad","close","woods","foul","solitary","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","fibrous","poisonous","free","purple","narrow","crowded","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","grasses","foul","solitary","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","paths","foul","several","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","black","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","pink","pink","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","fibrous","poisonous","free","gray","narrow","close","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","paths","foul","solitary","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","convex","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","smooth","poisonous","free","purple","narrow","crowded","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","grasses","foul","several","one","large","chocolate","buff","pink","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","woods","foul","several","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","convex","scaly","poisonous","free","pink","broad","close","grasses","foul","solitary","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","grasses","foul","solitary","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","paths","foul","solitary","one","large","chocolate","buff","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","scaly","poisonous","free","pink","broad","close","woods","foul","solitary","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","paths","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"no","gray","flat","scaly","poisonous","free","pink","broad","close","paths","foul","several","one","large","chocolate","buff","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","brown","narrow","crowded","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","flat","fibrous","poisonous","free","chocolate","broad","close","woods","foul","solitary","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","paths","foul","solitary","one","large","chocolate","buff","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","convex","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","white","convex","smooth","poisonous","free","gray","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","woods","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","smooth","poisonous","free","gray","narrow","close","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","paths","foul","several","one","large","chocolate","buff","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","smooth","poisonous","free","brown","narrow","close","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","white","convex","smooth","poisonous","free","purple","narrow","close","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","paths","foul","several","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","grasses","foul","several","one","large","chocolate","pink","pink","bulbous","enlarging","silky","silky","white","partial"
"no","white","convex","fibrous","poisonous","free","brown","narrow","close","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","white","convex","fibrous","poisonous","free","pink","narrow","crowded","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","broad","close","grasses","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","smooth","poisonous","free","purple","narrow","close","woods","creosote","several","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","smooth","poisonous","free","gray","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","scaly","poisonous","free","pink","broad","close","grasses","foul","solitary","one","large","chocolate","buff","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"no","pink","convex","fibrous","poisonous","free","pink","narrow","close","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","paths","foul","several","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","purple","narrow","close","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","grasses","foul","several","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","black","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","flat","scaly","poisonous","free","chocolate","broad","close","woods","foul","solitary","one","large","chocolate","buff","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","flat","scaly","poisonous","free","gray","broad","close","woods","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","buff","buff","bulbous","enlarging","silky","silky","white","partial"
"no","white","convex","smooth","poisonous","free","gray","narrow","crowded","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","yellow","flat","fibrous","poisonous","free","gray","broad","close","paths","foul","several","one","large","chocolate","brown","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","scaly","poisonous","free","chocolate","broad","close","grasses","foul","solitary","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"no","white","convex","fibrous","poisonous","free","pink","narrow","crowded","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","pink","narrow","crowded","woods","creosote","several","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","flat","fibrous","poisonous","free","chocolate","broad","close","paths","foul","several","one","large","chocolate","pink","pink","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","smooth","poisonous","free","brown","narrow","crowded","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","pink","broad","close","woods","none","several","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","convex","fibrous","poisonous","free","pink","broad","close","woods","foul","several","one","large","chocolate","buff","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","convex","fibrous","poisonous","free","pink","broad","close","paths","foul","several","one","large","chocolate","pink","pink","bulbous","enlarging","silky","silky","white","partial"
"no","gray","convex","fibrous","poisonous","free","brown","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","smooth","poisonous","free","gray","narrow","close","woods","creosote","scattered","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","white","convex","fibrous","poisonous","free","purple","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","grasses","foul","solitary","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","flat","fibrous","poisonous","free","pink","broad","close","paths","foul","solitary","one","large","chocolate","buff","pink","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","fibrous","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","fibrous","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","fibrous","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","fibrous","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","paths","foul","solitary","one","large","chocolate","brown","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","black","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","chocolate","broad","close","woods","foul","several","one","large","chocolate","pink","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","red","flat","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","flat","fibrous","poisonous","free","gray","broad","close","woods","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","gray","flat","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","yellow","flat","fibrous","poisonous","free","chocolate","broad","close","paths","foul","several","one","large","chocolate","pink","buff","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","convex","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","flat","fibrous","poisonous","free","chocolate","broad","close","woods","foul","several","one","large","chocolate","buff","brown","bulbous","enlarging","silky","silky","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","black","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","purple","narrow","crowded","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"no","white","convex","smooth","poisonous","free","gray","narrow","crowded","woods","creosote","scattered","one","pendant","black","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","black","white","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","white","convex","smooth","poisonous","free","brown","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
